Sample name	002-w000_S45	002-w046_S23	009-w046_S58	010-w000_p4_S10	012-w000_S56	013-w014_S69	018-w000_S12	029-w000_S67	029-w014_S78	029-w046_S2	035-w000_S24	039-w000_S80	041-w014_S1	042-w000_S16	044-w046_p4_S33	046-w014_S47	048-w046_S13	051-w000_p4_S44	054-w046_S35	073-w046_S34	080-w000_p4_S65	080-w046_p4_S21	083-w000_S27	083-w014_S38	092-w046_p4_S76	099-w014_S4	099-w046_S15	105-w000_S26	108-w000_S46	108-w046_S57	109-w000_S81	109-w046_S5	111-w000_S49	111-w014_S60	113-w000_S37	116-w000_S68	116-w014_S79	116-w046_S3	118-w000_S48	119-w000_S59	119-w046_S70	13-T106-T-DM-CH_S71	138-w014_S14	138-w046_S25	14-T106-T-DM-CII_S28	14-T106-T-DM-III_S17	14-T26-T-DM-CI_S6	14-T26-T-DM-II_S82	14-TM48-T-DM-CII_S50	14-TM48-T-DM-III_S39	145-w000_S36	15-T52-T-DM-CH_S41	16-T106-TTR-CII_p4_S32	16-T26-T-DM-CH_S61	16-TM48-T-DM-CH_S72	18-S0-TTR-CI_p4_S87	22-T106-T-DM-III_S83	22-T52-TTR-III_p4_S11	26-T26-T-DM-IH_S7	26-T52-TTR-CII_p4_S55	28-T26-T-DM-CII_S18	28-T26-T-DM-IIA_S29	28-T52-T-DM-CII_S40	30-S0-TTR-CH_p4_S66	31-S0-TTR-IH_p4_S43	31-T106-T-DM-CII_S9	500_p4H11_S88	500_p4H9_S86	C11-T-DM-CA_S30	C11-T-DM-SIG_S19	C13-T-DM-CA_S52	C14-T-DM-ILI_S63	C14-T-DM-SIG_S74	C15-T-DM-CA_S85	C16-T-DM-SIG_S20	C17-T-DM-CA_S31	C18-T-DM-CA_S64	C18-T-DM-ILI_S42	C18-T-DM-SIG_S53	C2-T-DM-CA_S51	C2-T-DM-SIG_S62	C20-T-DM-CA_S75	C3-TTR-CA_p4_S77	C6-TTR-CA_p4_S54	C7-T-DM-ILI_S84	C7-T-DM-SIG_S73	C9-T-DM-SIG_S8	C9-TTR-CA_p4_S22
Clostridium	26	243	2	3	162	2	0	0	40	17	4	33	280	26	1	180	82	467	25	1341	1452	2	7	219	2584	132	2	1	2	597	1	1173	1	2505	0	0	256	4	0	47	282	5	53	1459	143	199	237	37	53	828	377	5	1435	52	360	239	541	19	403	52	3	14	1	273	34	5	0	2	0	2	17	23	6	287	56	136	277	1022	431	48	5	1	25	205	53	7	19	4
Collimonas	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Colwellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	1	0	0	1	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Conexibacter	10	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	7	2	0	3	0	2	0	0	4	0	3	0	6	0	53	0	0	0	0	0	0	0	1	0	5	0	2	2	0	1	4	0	1	12	0	4	0	2	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	3	0	0	1	0
Coprothermobacter	2070	38	0	6	159	52	0	0	0	9	71	15	9	6	0	1	161	7	27	0	203	0	43	22	2500	195	1	0	0	710	1	1064	2	15157	6	0	9	4	0	13	467	16	96	906	269	838	451	62	16	829	3	47	2443	0	1363	0	315	4	56	29	2	0	0	8	681	21	0	0	0	5	85	49	23	167	0	101	4	143	14	0	0	9	41	268	112	7	133	33
Coraliomargarita	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	5	0	19	0	0	1	0	0	0	0	0	1	7	0	0	0	0	0	1	0	1	2	0	2	0	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Corallococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Coriobacterium	1	47	0	0	103	0	0	0	0	0	5	7	186	11	0	47	47	14	0	0	250	0	2	3	13	131	0	2	0	43	1	418	0	737	0	0	181	25	0	24	65	7	5	139	11	35	39	6	1	111	2	0	398	0	3	0	849	198	1	9	0	0	0	4	55	0	0	0	0	1	12	30	10	93	18	4	2	49	8	0	1	1	9	27	0	0	13	17
Corynebacterium	5	115	8	0	5	1	0	0	0	9	335	0	10	667	1	4	0	1	6	111	3	32	0	30	303	0	3	56	0	3780	0	2	113	217	185	36	50	55	7	0	0	0	1	3	32	1	11	2	0	21	0	51	4	113	2	0	116	2	0	0	3	148	0	5	163	0	0	1	0	115	6	1	290	3	1	0	1	29	1	1	0	73	194	1	90	1	0	3
Coxiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Croceibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cronobacter	28	2	1	0	0	0	0	0	0	0	0	0	2	0	0	33	8	0	0	2	0	0	0	0	257	0	28	1	5	1	15	3	3	37	0	0	15	1	0	0	1	1	1	8	0	1	6	2	0	1	0	3	2	0	3	3	19506	3	7	0	1	3	0	19	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	6	0	0	1	0
Cryptobacterium	1	4	0	0	48	0	0	0	0	0	0	1	8	0	0	0	8	19	0	0	11	0	0	2	0	1	0	0	0	3	0	143	0	38	0	0	9	0	0	16	95	1	0	9	0	3	1081	216	0	5	0	0	30	0	2	0	923	519	0	0	0	0	0	1	3	0	0	0	0	0	1	2	5	5	97	0	0	9	44	0	0	0	0	287	0	0	0	2
Cupriavidus	12	0	59	2	239	15	0	0	2	0	20	44	90	1	1	0	1	0	21	0	3	2	0	1	11	1	0	0	0	0	0	501	0	4	0	0	173	0	47	0	4	0	3	0	1	0	0	2	0	0	370	0	618	15	694	24	0	7	539	15	0	0	0	1	0	0	6	0	0	1	0	106	11	95	21	171	2	7	0	0	2	0	117	0	30	11	1	0
Cutibacterium	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	106	0	1	0	0	0	0	1	8	0	0	0	0	1	7	0	0	0	0	0	0	0	67	39	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	19	0	43	3	0	0	0	0	0	13	0	0	0	0	12	0	0
Cyanobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanothece	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cycloclasticus	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	2	0	0	1	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytophaga	0	3	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dechloromonas	2	0	0	0	6	0	0	0	0	0	1	0	0	2	0	0	2	0	0	1	1	0	0	1	30	0	1	0	0	0	0	2	0	5	0	0	1	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	6	0	7	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	1	4	0	2	2	1	0	0	2	0	0	2	0	0	1	0
Deferribacter	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	11	2	0	0	0	2	0	14	0	46	0	0	10	0	0	1	1	2	0	2	1	0	3	39	0	3	1	0	13	0	15	0	11	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	2	0
Dehalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dehalococcoides	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	21	0	0	0	19	0	0	0	0	7	0	1	0	9	0	0	0	0	0	159	0	0	0	30	3	10	2	0	3	0	0	0	5	0	1	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Dehalogenimonas	0	1	0	0	4	2	0	0	0	0	0	0	18	0	0	2	0	2	0	2	10	0	0	0	39	0	0	0	0	2	0	26	0	67	0	0	3	0	0	0	0	0	2	1	0	3	2	0	0	1	2	1	39	2	2	0	3	3	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	0	0	0	1	0	0	0	0	3	2	0	12	5
Deinococcus	3	1	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	2	0	14	0	15	0	0	0	0	2	0	12	0	32	0	0	2	1	0	0	2	0	0	8	4	3	1	1	2	3	2	17	9	1	4	0	9	1	3	0	0	0	0	5	1	191	0	0	0	0	0	0	730	4	1	0	0	1	0	0	0	0	0	0	0	0	1	0
Delftia	4	0	1	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	45	0	0	0	6	3	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Denitrovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfarculus	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfitobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacca	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacterium	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	3	0	4	0	5	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Desulfobulbus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfocapsa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Desulfococcus	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfohalobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfomicrobium	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfomonile	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Desulfosporosinus	1	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	4	0	0	0	11	0	0	0	4540	2	0	0	0	16	0	380	1	20	0	0	7	1	0	12	0	0	0	698	207	139	2	1	18	410	2	2	6	0	10	1	9	1	5	1	0	1	0	1	2	0	0	0	0	0	0	0	1	3	0	1	0	2	0	0	0	0	170	1	0	1	1	0
Desulfotomaculum	39	20	1	0	248	4	0	0	6	7	14	7	257	1	1	10	16	12	1	3	117	0	1	0	693	14	6	0	1	585	0	677	1	745	5	1	25	4	0	4	46	6	26	339	31	78	49	16	12	320	59	8	503	9	64	1	278	18	49	87	1	22	0	15	31	3	0	0	2	8	75	123	5	45	20	58	17	45	6	10	2	0	21	32	12	3	13	9
Desulfovibrio	9	37	0	0	306	1	0	0	0	1	41	0	65	0	0	132	39	15	0	3	174	0	0	0	9	0	2	0	0	673	0	728	0	43	0	0	2282	0	0	0	3	8	1	299	13	304	2	1	68	311	277	23	217	3	17	0	2467	274	1	0	0	1	0	7	4	0	0	0	0	0	0	35	0	169	0	2	1	68	2	0	1	0	2	160	58	4	9	0
Desulfurispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dichelobacter	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dickeya	11	2	0	0	0	0	0	0	0	0	0	0	1	0	0	18	4	0	0	2	1	0	0	0	16	0	16	0	0	1	1	0	0	4	0	2	7	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	5	0	3	0	1	0	1	6	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	2	0	0	0
Dictyoglomus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dyadobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echinicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	13	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Edwardsiella	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella	1	1	0	0	4	0	0	0	143	0	117	0	265	0	41	3	0	0	0	0	342	0	1	0	1172	1	0	0	0	0	0	18	0	341	0	0	8	0	0	0	2	5	103	59	23	1	522	110	1	4	0	103	45	2	1000	91	44	2	1425	94	7	59	0	0	96	0	0	0	0	0	0	1	0	83	11	0	0	3	1	0	0	0	0	3	0	0	193	1
Ehrlichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Elusimicrobium	4	0	0	0	11	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	4	0	0	0	15	0	0	0	0	0	0	17	0	13	0	0	56	2	0	0	1	0	2	7	0	0	4	2	1	0	1	1	7	0	2	0	19	3	2	0	0	5	1	1	2	0	0	1	0	0	2	0	0	19	3	1	0	2	0	0	0	0	2	7	0	1	2	0
Emticicia	6	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	10	0	0	0	3	0	0	0	3	0	0	0	0	5	0	7	0	29	0	0	11	0	0	0	0	1	1	9	0	4	1	2	0	3	0	6	7	1	7	0	15	3	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	6	0	1	1	2	0	0	0	1	0	1	0	0	0	2
Enterobacter	115	7	0	0	0	0	0	1	4	0	1	0	10	0	0	144	80	0	0	11	0	1	0	0	275	0	301	0	1	3	18	1	12	54	0	0	149	2	0	0	2	0	8	9	0	0	23	5	3	1	0	12	1	0	0	21	99	5	21	0	7	3	0	91	14	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	20	6	0	0	0
Enterococcus	80167	1	1	0	2	0	0	0	1	0	3	0	15	1	0	3	4	1	6	31	8	0	2	0	12	7	1	0	0	31	3185	20	0	2085	0	1	21	2	0	3869	7	2	1	25	2	4	9	2	1	10	3	6	36	3	21	36	28	10	8	2	0	5	3	779	3	34	0	0	0	0	3	0	0	6	1	1	0	4	0	0	3	1	1	6	0	1	1	2
Erwinia	43	1	0	0	0	0	0	0	0	0	1	0	2	0	0	20	13	0	0	1	2	0	0	0	42	0	62	0	0	4	1	4	2	20	0	66	21	1	0	0	1	2	1	8	1	2	5	1	0	2	1	2	16	0	1	2	123	0	5	0	1	1	0	62	6	0	0	0	0	0	0	0	0	0	0	1	10	7	0	0	0	0	1	13	2	0	0	0
Erysipelothrix	6	17	0	0	1	0	0	0	17	8	171	0	18	1	0	2	22	0	3	0	51	0	0	0	181	8	0	0	0	57	0	18	0	525	0	1	71	7	0	0	1	0	31	185	7	285	3	1	29	12	54	2	11	15	8	0	196	524	215	20	1	3	0	26	2	1	0	0	0	0	1	23	1	34	0	0	2	0	5	0	1	3	0	0	0	15	13	0
Erythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia	1521	116	1	0	3	1	1	0	3	0	21	0	110	0	0	1679	652	1	0	45	6	0	0	0	2487	1	1498	4	0	14	177	33	103	446	0	31	875	43	0	3	13	58	30	149	2	3	171	37	41	34	44	170	16	0	7	178	367	34	330	2	21	43	1	919	264	0	0	0	0	0	0	0	1	14	1	2	24	46	3	7	47	0	23	221	31	5	1	0
Ethanoligenens	203	93	72	0	135	1	1	3	151	69	2	15	2808	2	2	0	64	15	179	0	1612	35	7	6	3332	162	1	0	1	4524	0	2628	1	2055	5	1	63	8	0	97	143	16	497	2012	140	1299	199	94	9	368	192	15	733	17	145	2	2267	87	43	130	4	6	0	4	222	99	0	0	0	23	23	234	2	231	500	865	132	225	276	66	23	0	45	213	98	56	63	22
Eubacterium	18	13	0	0	366	108	0	0	1	6	5	13	20	0	10	22	17	30	4	3	308	2	2	0	21957	33	2	3	3	1561	1	141	0	11223	1	1	96	10	0	131	1041	11	6	589	277	228	358	109	10	77	101	8	5238	73	4784	4	789	28	245	69	119	534	0	11	14	1	1	0	2	2	226	20	49	302	6	31	59	86	24	3	12	3	8	48	22	93	101	111
Exiguobacterium	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	1	0	0	1	0	2	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalitalea	6	116	12	0	12	617	0	0	4	38	154	48	1786	18	1	5	6	4	13	6	18	0	1	0	1295	21	1	0	0	19	1	41934	0	2190	1	0	160	322	0	179	1117	27	418	31	13	10	7	1	3	5	724	0	55	5	6	1	2786	6544	158	398	8	42	1	6	1	53	0	0	3	8	55	135	224	15	416	2	295	725	471	0	0	80	1034	6141	60	56	26	45
Ferrimonas	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fervidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibrella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fibrobacter	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	6	0	1	0	2	1	0	0	0	1	0	1	0	18	0	0	22	1	0	0	1	0	0	9	0	1	1	0	0	2	0	0	4	0	0	0	8	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0	3	0	0	1	0
Filifactor	7	6	0	0	8	0	0	0	0	1	3	2	4	0	0	10	12	2	1	1	33	0	0	0	87	6	3	0	0	23	1	17	0	82	0	0	9	3	0	0	11	1	1	81	7	6	53	7	0	13	8	9	48	2	4	0	34	9	10	1	1	5	0	2	8	0	0	0	0	3	2	12	0	6	0	10	4	20	19	3	0	0	2	9	4	0	7	1
